time,Tank1WaterLevel,Tank2WaterLevel,Tank2OutFlow,Tank3OutFlow,Tank2.level,wt3_valve
4.45,1.074093747,1.012667031,0.101558809,0,0.120277444,FALSE
4.5,1.096771737,1.025882984,0.103846757,0,0.124334189,FALSE
4.55,1.077852246,1.04178791,0.107515376,0,0.130557368,FALSE
4.6,1.066417946,1.046714737,0.109111552,0,0.136996062,FALSE
4.65,1.095291616,1.05013457,0.10958672,0,0.141355203,FALSE
4.7,1.133160676,1.065629341,0.111966582,0,0.147928823,FALSE
4.75,1.138441929,1.079152886,0.114534897,0,0.152399553,FALSE
4.8,1.120123991,1.090498164,0.11752505,0,0.159263086,FALSE
4.85,1.113148278,1.092754594,0.118336846,0,0.163954121,FALSE
4.9,1.155504974,1.099942559,0.119295032,0,0.171051625,FALSE
4.95,1.179429946,1.111212265,0.121100781,0,0.175820233,FALSE
5,1.176819571,1.129777786,0.124874294,0,0.18308026,FALSE
5.05,1.165936167,1.135629268,0.12656896,0,0.188062654,FALSE
5.1,1.172040943,1.138562333,0.127501226,0,0.195651142,FALSE
5.15,1.200864239,1.144626655,0.128249499,0,0.200748084,FALSE
5.2,1.23532728,1.162388709,0.131199526,0,0.20844056,FALSE
5.25,1.221730215,1.174019488,0.133740181,0,0.213678707,FALSE
5.3,1.206662741,1.180988361,0.135861671,0,0.221694649,FALSE
5.35,1.216507302,1.182366122,0.136279396,0,0.227122045,FALSE
5.4,1.257401627,1.19326177,0.137746115,0,0.235297416,FALSE
5.45,1.279353694,1.205758975,0.13989084,0,0.240802371,FALSE
5.5,1.259350226,1.22059161,0.143345456,0,0.249188673,FALSE
5.55,1.250253532,1.223929425,0.144466986,0,0.254910976,FALSE
5.6,1.274996074,1.227166469,0.145062624,0,0.263575256,FALSE
5.65,1.300561089,1.235777895,0.146266279,0,0.269375776,FALSE
5.7,1.316369548,1.254431577,0.149659938,0,0.27814774,FALSE
5.75,1.302082618,1.262687011,0.15178131,0,0.284122826,FALSE
5.8,1.289316011,1.266298055,0.153114406,0,0.293222633,FALSE
5.85,1.317305618,1.268845313,0.153415003,0,0.299342766,FALSE
5.9,1.353854853,1.28303802,0.155534255,0,0.308546664,FALSE
5.95,1.358260426,1.295697989,0.157929667,0,0.31476097,FALSE
6,1.338635302,1.305754508,0.160661728,0,0.324228765,FALSE
6.05,1.330792363,1.307156118,0.161302304,0,0.330646127,FALSE
6.1,1.371854572,1.313068313,0.16200492,0,0.34032213,FALSE
6.15,1.394920782,1.323491776,0.16364113,0,0.346799985,FALSE
6.2,1.391028599,1.34079428,0.167161586,0,0.356612999,FALSE
6.25,1.379294867,1.345807957,0.168688382,0,0.363287727,FALSE
6.3,1.384130447,1.347490574,0.169370088,0,0.373403941,FALSE
6.35,1.412111795,1.352725416,0.169952147,0,0.380176472,FALSE
6.4,1.445318161,1.369249435,0.172654089,0,0.390371661,FALSE
6.45,1.43088746,1.380058961,0.175030172,0,0.397268818,FALSE
6.5,1.414575725,1.385802071,0.17690603,0,0.407762708,FALSE
6.55,1.423594889,1.386366715,0.177160811,0,0.414832696,FALSE
6.6,1.463257254,1.396048741,0.178384327,0,0.425461496,FALSE
6.65,1.484392087,1.407740881,0.18036772,0,0.43259279,FALSE
6.7,1.463168844,1.421371909,0.183581537,0,0.443408242,FALSE
6.75,1.453262999,1.423912629,0.184543332,0,0.450740791,FALSE
6.8,1.476797833,1.425959959,0.184900554,0,0.461810185,FALSE
6.85,1.501561702,1.433782179,0.185946054,0,0.469205016,FALSE
6.9,1.516174402,1.451257923,0.189103656,0,0.480358295,FALSE
6.95,1.501094254,1.45873196,0.191068439,0,0.487911916,FALSE
7,1.487143718,1.461176723,0.192167814,0,0.499369473,FALSE
7.05,1.514347956,1.462950317,0.19231337,0,0.507052521,FALSE
7.1,1.549724978,1.475988285,0.194201213,0,0.518590838,FALSE
7.15,1.553352952,1.487882246,0.196443119,0,0.526352593,FALSE
7.2,1.532567214,1.496795452,0.198946062,0,0.538131707,FALSE
7.25,1.523954371,1.497438635,0.19943465,0,0.546081207,FALSE
7.3,1.563867451,1.50221883,0.199910415,0,0.558045657,FALSE
7.35,1.586171375,1.511891371,0.201396141,0,0.566040488,FALSE
7.4,1.581141434,1.528073078,0.204691991,0,0.578119304,FALSE
7.45,1.56865296,1.532343262,0.206069792,0,0.586295997,FALSE
7.5,1.572362039,1.532916173,0.206529115,0,0.598655592,FALSE
7.55,1.599596113,1.537414881,0.206963653,0,0.606915226,FALSE
7.6,1.631687127,1.552840174,0.209445412,0,0.619331596,FALSE
7.65,1.616516547,1.562920849,0.211675435,0,0.62770114,FALSE
7.7,1.599100496,1.567576106,0.213333288,0,0.640394233,FALSE
7.75,1.607387102,1.567419112,0.213443454,0,0.648922038,FALSE
7.8,1.645956079,1.576024049,0.214451123,0,0.661728278,FALSE
7.85,1.666365602,1.587001692,0.216291332,0,0.670302964,FALSE
7.9,1.64405979,1.59956629,0.219291438,0,0.68327431,FALSE
7.95,1.633435814,1.601399583,0.220111465,0,0.692035967,FALSE
8,1.655898791,1.602391035,0.220257092,0,0.705239922,FALSE
8.05,1.679951635,1.609512829,0.221162227,0,0.71404972,FALSE
8.1,1.693503085,1.625943143,0.224110327,0,0.727316437,FALSE
8.15,1.677718947,1.632723685,0.225936133,0,0.736271023,FALSE
8.2,1.662717663,1.634133363,0.226828079,0,0.749821105,FALSE
8.25,1.689224877,1.635220325,0.226836035,0,0.758891255,FALSE
8.3,1.723561549,1.64723345,0.228518501,0,0.77250139,FALSE
8.35,1.726499396,1.658447573,0.230624168,0,0.781636522,FALSE
8.4,1.704683603,1.666346078,0.232923766,0,0.795466953,FALSE
8.45,1.695387462,1.66631615,0.233277464,0,0.804776239,FALSE
8.5,1.734280679,1.670091685,0.233551897,0,0.818771707,FALSE
8.55,1.755908067,1.679097775,0.234904067,0,0.828112869,FALSE
8.6,1.749868355,1.694284764,0.238000577,0,0.842202605,FALSE
8.65,1.73671004,1.697895093,0.239246144,0,0.851712307,FALSE
8.7,1.73941934,1.697483128,0.239508099,0,0.866062923,FALSE
8.75,1.765990201,1.70132851,0.239811712,0,0.875642374,FALSE
8.8,1.797091329,1.715778673,0.242098056,0,0.890030065,FALSE
8.85,1.781264099,1.725212488,0.244198449,0,0.899706366,FALSE
8.9,1.762867957,1.728902264,0.245662821,0,0.914351272,FALSE
8.95,1.770504411,1.72810481,0.24564464,0,0.924172903,FALSE
9,1.808102996,1.73575382,0.246460742,0,0.938911642,FALSE
9.05,1.827868801,1.746097341,0.248173874,0,0.948767352,FALSE
9.1,1.804602199,1.757715471,0.25098431,0,0.963652074,FALSE
9.15,1.793340874,1.758920916,0.251678517,0,0.973682078,FALSE
9.2,1.814852569,1.758975268,0.251636349,0,0.988780475,FALSE
9.25,1.838274371,1.765475426,0.25241691,0,0.998846069,FALSE
9.3,1.850883952,1.780977912,0.255179074,0,1.013988482,FALSE
9.35,1.834475016,1.78714297,0.256881539,0,1.024186438,FALSE
9.4,1.818541183,1.787634001,0.257589389,0,1.039593655,FALSE
9.45,1.844429782,1.788111569,0.257475223,0,1.049894871,FALSE
9.5,1.877843133,1.799215138,0.258975416,0,1.065343765,FALSE
9.55,1.880168487,1.809825898,0.26096017,0,1.075697781,FALSE
9.6,1.857438509,1.816823847,0.263079297,0,1.091348776,FALSE
9.65,1.847535936,1.816196525,0.263313278,0,1.101864884,FALSE
9.7,1.885524015,1.819080416,0.263409027,0,1.1176629,FALSE
9.75,1.906550971,1.827495025,0.264642665,0,1.128198942,FALSE
9.8,1.899615078,1.841799192,0.267562259,0,1.14407339,FALSE
9.85,1.885862272,1.844823892,0.268690467,0,1.154766149,FALSE
9.9,1.887684259,1.843537842,0.268777256,0,1.170883816,FALSE
9.95,1.913666513,1.84680339,0.268964671,0,1.181634617,FALSE
10,1.943889108,1.860388117,0.271077583,0,1.197771872,FALSE
10.05,1.927479094,1.869247836,0.273062928,0,1.208607933,FALSE
10.1,1.908213113,1.87208074,0.274355585,0,1.22498509,FALSE
10.15,1.915272551,1.870714871,0.274223494,0,1.235955005,FALSE
10.2,1.952009904,1.877515488,0.274869579,0,1.252408855,FALSE
10.25,1.971204402,1.887296218,0.276469928,0,1.263401485,FALSE
10.3,1.947085091,1.898074351,0.27911203,0,1.279984346,FALSE
10.35,1.935258112,1.898722575,0.279694571,0,1.29114002,FALSE
10.4,1.955925535,1.89794524,0.279485735,0,1.307919752,FALSE
10.45,1.978787281,1.903893691,0.280155734,0,1.319099878,FALSE
10.5,1.990560945,1.91857272,0.282752878,0,1.335906989,FALSE
10.55,1.973597495,1.924191531,0.284345876,0,1.347208447,FALSE
10.6,1.956836017,1.923867255,0.28489034,0,1.364263889,FALSE
10.65,1.982175589,1.92380398,0.284667789,0,1.375657688,FALSE
10.7,2.014769484,1.934100309,0.286006213,0,1.392738497,FALSE
10.75,2.016551244,1.944175579,0.287883655,0,1.404174284,FALSE
10.8,1.993009919,1.950374275,0.289842614,0,1.421441045,FALSE
10.85,1.982569131,1.949216762,0.289970345,0,1.43302822,FALSE
10.9,2.019753891,1.95130931,0.289907509,0,1.450426015,FALSE
10.95,2.040247959,1.959198973,0.291035949,0,1.462022525,FALSE
11,2.032516696,1.972719628,0.293798528,0,1.47948092,FALSE
11.05,2.018236275,1.975224578,0.294822579,0,1.491223653,FALSE
11.1,2.019270763,1.973162768,0.294753907,0,1.508909594,FALSE
11.15,2.044730622,1.975913709,0.294838196,0,1.520699979,FALSE
11.2,2.074173511,1.988730353,0.296797185,0,1.53838999,FALSE
11.25,2.057246272,1.997080556,0.298680424,0,1.550255347,FALSE
11.3,2.0372083,1.999152978,0.299820681,0,1.568169895,FALSE
11.35,2.04375563,1.997282636,0.299587494,0,1.580158922,FALSE
11.4,2.079728632,2.003330295,0.300082688,0,1.598134949,FALSE
11.45,2.09841609,2.012611544,0.301582942,0,1.610136605,FALSE
11.5,2.073539991,2.022644171,0.304075645,0,1.628226581,FALSE
11.55,2.061210989,2.022797856,0.304559081,0,1.640381298,FALSE
11.6,2.081129114,2.021282391,0.304202325,0,1.658653231,FALSE
11.65,2.103493805,2.026741198,0.304774199,0,1.670822513,FALSE
11.7,2.114525584,2.040689402,0.307224888,0,1.689107059,FALSE
11.75,2.097069998,2.045823413,0.308720732,0,1.701387886,FALSE
11.8,2.079573976,2.044775543,0.309120189,0,1.719906143,FALSE
11.85,2.104426282,2.044232266,0.308801447,0,1.73226962,FALSE
11.9,2.136292902,2.053812161,0.309996298,0,1.750798769,FALSE
11.95,2.137592218,2.063412178,0.3117785,0,1.763194638,FALSE
12,2.113330815,2.068901531,0.313595307,0,1.781895407,FALSE
12.05,2.102412356,2.067273468,0.313628741,0,1.794433163,FALSE
12.1,2.138884164,2.068663691,0.313425161,0,1.813250776,FALSE
12.15,2.158905287,2.076087461,0.314460236,0,1.825788462,FALSE
12.2,2.150468127,2.08891274,0.317083463,0,1.844652625,FALSE
12.25,2.135719441,2.090956407,0.318015073,0,1.85732722,FALSE
12.3,2.136055018,2.088206103,0.317808428,0,1.876405019,FALSE
12.35,2.161051246,2.090500325,0.317801191,0,1.889118045,FALSE
12.4,2.189802138,2.102635288,0.319623572,0,1.90818614,FALSE
12.45,2.172415857,2.110533293,0.321416191,0,1.920965009,FALSE
12.5,2.151692736,2.111930779,0.322421192,0,1.940244005,FALSE
12.55,2.157785566,2.109612712,0.322098282,0,1.953137502,FALSE
12.6,2.193080199,2.114992115,0.322459558,0,1.972464476,FALSE
12.65,2.211317654,2.12383007,0.323870976,0,1.985361654,FALSE
12.7,2.185769899,2.133201052,0.326231087,0,2.004789208,FALSE
12.75,2.172995348,2.132915829,0.326626566,0,2.017830584,FALSE
12.8,2.192248462,2.130745268,0.32613853,0,2.03742686,TRUE
12.85,2.214172012,2.13576951,0.326623318,2.730044159,1.948043742,TRUE
12.9,2.224545362,2.1490691,0.328944026,2.536212078,1.809733389,TRUE
12.95,2.206653,2.153772846,0.330353645,2.415872846,1.723864416,TRUE
13,2.188505064,2.15208278,0.330624407,2.247674781,1.60384541,TRUE
13.05,2.212924917,2.151113497,0.330220294,2.143165789,1.529272225,TRUE
13.1,2.244146074,2.160057551,0.331287723,1.996957915,1.424944486,TRUE
13.15,2.245017215,2.169235777,0.332985399,1.906149368,1.360147357,TRUE
13.2,2.220116736,2.17409558,0.334676045,1.779270259,1.269611806,TRUE
13.25,2.208774341,2.1720499,0.334625789,1.700510893,1.213412462,TRUE
13.3,2.244613396,2.172816803,0.334297297,1.590355824,1.134810476,TRUE
13.35,2.264214777,2.179827088,0.33524951,1.521883378,1.085951442,TRUE
13.4,2.255151126,2.192035216,0.337749061,1.426180176,1.017661696,TRUE
13.45,2.239986852,2.193669489,0.338598629,1.366833431,0.975314374,TRUE
13.5,2.239702137,2.190308141,0.338269531,1.283905166,0.916140281,FALSE
13.55,2.264286889,2.192197021,0.338181065,0,0.925392476,FALSE
13.6,2.292423628,2.203726985,0.339882205,0,0.945683635,FALSE
13.65,2.274629942,2.211223659,0.341594397,0,0.959273252,FALSE
13.7,2.253298745,2.212022133,0.342479357,0,0.979763209,FALSE
13.75,2.258988202,2.209306706,0.342076817,0,0.993459433,FALSE
13.8,2.293680776,2.214093026,0.34231924,0,1.013985384,FALSE
13.85,2.31151885,2.222537552,0.343651816,0,1.027677346,FALSE
13.9,2.285374993,2.231321319,0.345894249,0,1.048292013,FALSE
13.95,2.272205012,2.230646562,0.346211666,0,1.062120308,FALSE
14,2.290867924,2.227894597,0.345607117,0,1.08289195,FALSE
14.05,2.312399958,2.232533158,0.346014616,0,1.09671825,FALSE
14.1,2.322188945,2.245257097,0.348219963,0,1.117477768,FALSE
14.15,2.303908941,2.24957898,0.349553058,0,1.131399216,FALSE
14.2,2.285182425,2.247318958,0.349709602,0,1.152367955,FALSE
14.25,2.309218472,2.24597159,0.349229721,0,1.166355818,FALSE
14.3,2.339866774,2.254351329,0.350184062,0,1.187311201,FALSE
14.35,2.340357906,2.263155211,0.35180672,0,1.201315382,FALSE
14.4,2.314890242,2.267456284,0.353385398,0,1.222418376,FALSE
14.45,2.303171598,2.265039964,0.353260866,0,1.23654853,FALSE
14.5,2.338449079,2.265253665,0.352821512,0,1.257744597,FALSE
14.55,2.357677936,2.271896978,0.353700185,0,1.271858922,FALSE
14.6,2.348058268,2.283557379,0.356089972,0,1.293078004,FALSE
14.65,2.332525155,2.284828311,0.356866728,0,1.307313637,FALSE
14.7,2.331689926,2.280924655,0.356428952,0,1.328723052,FALSE
14.75,2.355909489,2.28245379,0.356268393,0,1.342981669,FALSE
14.8,2.383501161,2.293446813,0.357861931,0,1.364358308,FALSE
14.85,2.3653459,2.300587301,0.359502745,0,1.378667473,FALSE
14.9,2.34347503,2.300854147,0.360281167,0,1.400232168,FALSE
14.95,2.348806489,2.29778606,0.359807954,0,1.41464082,FALSE
15,2.38296473,2.302046012,0.359944893,0,1.436230875,TRUE
15.05,2.400448349,2.310141367,0.361207496,1.931560462,1.378279637,TRUE
15.1,2.373775446,2.318403975,0.36334549,1.804909923,1.287907182,TRUE
15.15,2.360254519,2.317383502,0.363593626,1.726313749,1.231824286,TRUE
15.2,2.37839362,2.314115535,0.362885671,1.616412646,1.153403519,TRUE
15.25,2.399578179,2.318411802,0.363224574,1.548079884,1.104644158,TRUE
15.3,2.408848539,2.330624845,0.365327539,1.452522752,1.036458641,TRUE
15.35,2.390224499,2.33460782,0.366592717,1.393245133,0.994160645,TRUE
15.4,2.370984488,2.331841958,0.366647891,1.310442699,0.93507634,TRUE
15.45,2.394679903,2.330159036,0.366100766,1.258991582,0.898363005,TRUE
15.5,2.424819791,2.338037941,0.36695474,1.186984477,0.846981788,TRUE
15.55,2.424973663,2.346509589,0.368510819,1.142276871,0.815080336,TRUE
15.6,2.399002615,2.350314782,0.369990123,1.079867853,0.770547908,TRUE
15.65,2.386950047,2.347569517,0.369799671,1.041162411,0.742929345,TRUE
15.7,2.421729127,2.347292246,0.369261928,0.98701947,0.704295238,TRUE
15.75,2.440627364,2.353609868,0.370075333,0.953344859,0.680266464,TRUE
15.8,2.430514227,2.364784155,0.372367703,0.906302108,0.646698752,TRUE
15.85,2.414653766,2.36573262,0.373079836,0.877184606,0.625921737,TRUE
15.9,2.41332995,2.36134766,0.372545608,0.836526734,0.596910004,TRUE
15.95,2.437225404,2.362557518,0.372321066,0.811235212,0.578863046,TRUE
16,2.464333324,2.373074,0.373819106,0.775838826,0.553605686,TRUE
16.05,2.445857162,2.379898371,0.37539657,0.753916148,0.537962593,TRUE
16.1,2.423507326,2.379693392,0.376080439,0.723382697,0.516175217,TRUE
16.15,2.435065504,2.376434315,0.37561117,0.704446531,0.502663172,TRUE
16.2,2.466980235,2.381985072,0.375970528,0.677928781,0.48374123,TRUE
16.25,2.467569846,2.389666352,0.377300028,0.661465972,0.471994067,TRUE
16.3,2.441757695,2.392793132,0.378580939,0.638542975,0.455637189,TRUE
16.35,2.432984485,2.389760543,0.378309226,0.624365515,0.445520755,TRUE
16.4,2.469455924,2.390611579,0.377973555,0.604522846,0.431361867,TRUE
16.45,2.487438221,2.397495648,0.378909696,0.592174018,0.422550268,TRUE
16.5,2.460822848,2.404650477,0.380739705,0.574970753,0.410274747,TRUE
16.55,2.447117442,2.403122419,0.380852818,0.564374185,0.402713486,TRUE
16.6,2.470620773,2.400125432,0.380168292,0.549573151,0.392152095,TRUE
16.65,2.490475692,2.405059394,0.380629383,0.540341086,0.385564486,TRUE
16.7,2.48085789,2.415118191,0.38259233,0.527458749,0.376372196,TRUE
16.75,2.465022651,2.415636234,0.383175928,0.519552702,0.370730776,TRUE
16.8,2.470084665,2.410931356,0.382581932,0.508551743,0.362880958,TRUE
16.85,2.492477744,2.413241347,0.382517525,0.501687136,0.357982666,TRUE
16.9,2.502286703,2.423775644,0.3841628,0.492076675,0.351125049,TRUE
16.95,2.48360672,2.427066398,0.385236617,0.486186495,0.346922066,TRUE
17,2.467347376,2.423542237,0.385092955,0.478040523,0.341109446,TRUE
17.05,2.493172996,2.422325718,0.384619776,0.472974131,0.337494283,TRUE
17.1,2.52144772,2.430956293,0.38562251,0.465850601,0.332411234,TRUE
17.15,2.503183436,2.437102305,0.386999308,0.461472546,0.32928724,TRUE
17.2,2.48078144,2.436260889,0.387497656,0.455460549,0.324997334,TRUE
17.25,2.492187352,2.432699864,0.386945064,0.451753359,0.32235204,TRUE
17.3,2.523801328,2.437875178,0.387207742,0.446529102,0.318624232,TRUE
17.35,2.524169617,2.445329801,0.38848263,0.443294044,0.316315832,TRUE
17.4,2.49801559,2.448130217,0.389688824,0.438868163,0.31315771,TRUE
17.45,2.489013175,2.444883681,0.389369971,0.436181829,0.311240856,TRUE
17.5,2.5251426,2.445415392,0.388965779,0.432407936,0.308547967,TRUE
17.55,2.542898816,2.452086867,0.389857166,0.430041477,0.306859362,TRUE
17.6,2.51594747,2.458922941,0.391620959,0.426796883,0.304544157,TRUE
17.65,2.5020201,2.457182536,0.39169039,0.424871481,0.303170272,TRUE
17.7,2.525193247,2.453867501,0.390940887,0.422195209,0.301260598,TRUE
17.75,2.544829731,2.458589889,0.391358976,0.420494693,0.300047182,TRUE
17.8,2.534886577,2.468332226,0.393257839,0.418143174,0.298369237,TRUE
17.85,2.518835859,2.468639996,0.393798974,0.416778165,0.297395225,TRUE
17.9,2.523576638,2.463620892,0.393141648,0.414922626,0.296071191,TRUE
17.95,2.545756817,2.465722246,0.393035254,0.413738141,0.295225993,TRUE
18,2.555248218,2.475944929,0.394617887,0.412068961,0.294034937,TRUE
18.05,2.536357687,2.479028865,0.395650163,0.411110628,0.293351111,TRUE
18.1,2.5197842,2.4751959,0.395444513,0.409859346,0.292458249,TRUE
18.15,2.545401489,2.473774477,0.39493022,0.409074431,0.291898167,TRUE
18.2,2.573365327,2.482099157,0.395871595,0.407935944,0.291085791,TRUE
18.25,2.554894846,2.488042219,0.397207695,0.407274099,0.290613527,TRUE
18.3,2.532185121,2.486897854,0.397645302,0.40645653,0.290030144,TRUE
18.35,2.543386915,2.483135849,0.397052418,0.405974254,0.289686012,TRUE
18.4,2.574696251,2.488011169,0.397254961,0.405257276,0.289174407,TRUE
18.45,2.574862463,2.495266778,0.398489959,0.404820136,0.288862483,TRUE
18.5,2.548406834,2.497770144,0.399636615,0.404304319,0.288494417,TRUE
18.55,2.539204354,2.494326553,0.399278269,0.404044795,0.288309232,TRUE
18.6,2.575035174,2.494564142,0.39881513,0.403661926,0.288036033,TRUE
18.65,2.59259331,2.501040505,0.399667415,0.403399749,0.287848954,TRUE
18.7,2.565346322,2.507585359,0.401372845,0.403095085,0.287631559,TRUE
18.75,2.551222835,2.50565177,0.40140356,0.402993665,0.28755919,TRUE
18.8,2.574103269,2.502048394,0.400596273,0.402865295,0.28746759,TRUE
18.85,2.59354558,2.506579507,0.40097603,0.402745165,0.287381871,TRUE
18.9,2.58331261,2.516036355,0.40281768,0.402600857,0.287278899,TRUE
18.95,2.567069641,2.516154742,0.403320862,0.402604543,0.287281529,TRUE
19,2.571523474,2.510852972,0.40260689,0.402660152,0.287321209,TRUE
19.05,2.593513305,2.512766816,0.40246292,0.402660402,0.287321388,TRUE
19.1,2.6027206,2.522709629,0.403989467,0.402645094,0.287310464,TRUE
19.15,2.583641604,2.525607911,0.404984539,0.40271164,0.287357949,TRUE
19.2,2.566786823,2.521497846,0.404723357,0.40289067,0.287485697,TRUE
19.25,2.592217512,2.519892606,0.404172227,0.402991732,0.287557811,TRUE
19.3,2.619902839,2.527942927,0.405058622,0.403089303,0.287627433,TRUE
19.35,2.601247605,2.53370399,0.40635825,0.403192745,0.287701245,TRUE
19.4,2.578262126,2.532287982,0.406741419,0.403442454,0.287879427,TRUE
19.45,2.589280995,2.528345779,0.406112424,0.403620604,0.288006547,TRUE
19.5,2.620317306,2.532952143,0.406261069,0.403824265,0.288151871,TRUE
19.55,2.620302403,2.540029339,0.407460312,0.40395645,0.288246193,TRUE
19.6,2.59357645,2.54226641,0.408553604,0.404233878,0.288444153,TRUE
19.65,2.584194647,2.53864617,0.408159857,0.404464538,0.288608743,TRUE
19.7,2.619757818,2.538620099,0.407643881,0.404764248,0.288822603,TRUE
